TraceView Name:,Verifications,,,,,,
,,,,,,,
1 Level Upstream,,,,Source,,,
Item Type,ID,Name,Description,Item Type,ID,Name,Description
,,,,Verification,GDP-Verfication-1344,Test 0004 Active Database - One Day Range selection and a cassette has a LIMS label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview prior for configuration setup before running this test case. 


  


 Please open this link  GDP-TXT-98  to see Active Database setup details


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


 

The following is a configuration

1.Copy Unit 33's database to your simulator

3. Unplug all corporate network connection to avoid sending emails out accidentally when GrowthDirect failure occurs

4. Simulator, launch SQL Server management studio

5. Delete existent Active(main) DB and Archive DB

5. Restore unit 33's Database  

6. Launch GrowthDirect Application

7. Go to Test report and search for the following Tests, write down Date, cassetteIDs

- Cassette ID has no sample ID and LIMS

- Cassette ID has Sample ID

- Cassette ID has LIMS 


  "
,,,,Verification,GDP-Verfication-1373,Test 0022 Active Database - One Day Range selection and a cassette has a LIMS label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview prior for configuration setup before running this test case. 


 Please open this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case3: 2.3.0.269 > 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


 

The following is a configuration

1.Copy Unit 33's database to your simulator

3. Unplug all corporate network connection to avoid sending emails out accidentally when GrowthDirect failure occurs

4. Simulator, launch SQL Server management studio

5. Delete existent Active(main) DB and Archive DB

5. Restore unit 33's Database  

6. Launch GrowthDirect Application

7. Go to Test report and search for the following Tests, write down Date, cassetteIDs

- Cassette ID has no sample ID and LIMS

- Cassette ID has Sample ID

- Cassette ID has LIMS 


  "
,,,,Verification,GDP-Verfication-1383,Test 0040 Active Database - One Day Range selection and a cassette has a LIMS label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview prior for configuration setup before running this test case. 


  


 Please click this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case4: 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


 

The following is a configuration

1.Copy Unit 33's database to your simulator

3. Unplug all corporate network connection to avoid sending emails out accidentally when GrowthDirect failure occurs

4. Simulator, launch SQL Server management studio

5. Delete existent Active(main) DB and Archive DB

5. Restore unit 33's Database  

6. Launch GrowthDirect Application

7. Go to Test report and search for the following Tests, write down Date, cassetteIDs

- Cassette ID has no sample ID and LIMS

- Cassette ID has Sample ID

- Cassette ID has LIMS 


  "
,,,,Verification,GDP-Verfication-1357,Test 0013 Archive Database - One Day Range selection and a cassette has a LIMS label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview prior for configuration setup before running this test case. 


 Please open this link  GDP-TXT-98  to see Archive Database setup details


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


 

The following is a configuration

1.Copy Unit 33's database to your simulator

3. Unplug all corporate network connection to avoid sending emails out accidentally when GrowthDirect failure occurs

4. Simulator, launch SQL Server management studio

5. Delete existent Active(main) DB and Archive DB

5. Restore unit 33's Database  

6. Launch GrowthDirect Application

7. Go to Test report and search for the following Tests, write down Date, cassetteIDs

- Cassette ID has no sample ID and LIMS

- Cassette ID has Sample ID

- Cassette ID has LIMS 


  "
,,,,Verification,GDP-Verfication-1393,Test 0031 Archive Database - One Day Range selection and a cassette has a LIMS label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview prior for configuration setup before running this test case. 


 Please click on this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case3: 2.3.0.269 > 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


 

The following is a configuration

1.Copy Unit 33's database to your simulator

3. Unplug all corporate network connection to avoid sending emails out accidentally when GrowthDirect failure occurs

4. Simulator, launch SQL Server management studio

5. Delete existent Active(main) DB and Archive DB

5. Restore unit 33's Database  

6. Launch GrowthDirect Application

7. Go to Test report and search for the following Tests, write down Date, cassetteIDs

- Cassette ID has no sample ID and LIMS

- Cassette ID has Sample ID

- Cassette ID has LIMS 


  "
,,,,Verification,GDP-Verfication-1400,Test 0048 Archive Database - One Day Range selection and a cassette has a LIMS label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview prior for configuration setup before running this test case. 


 Please click this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case4: 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


 

The following is a configuration

1.Copy Unit 33's database to your simulator

3. Unplug all corporate network connection to avoid sending emails out accidentally when GrowthDirect failure occurs

4. Simulator, launch SQL Server management studio

5. Delete existent Active(main) DB and Archive DB

5. Restore unit 33's Database  

6. Launch GrowthDirect Application

7. Go to Test report and search for the following Tests, write down Date, cassetteIDs

- Cassette ID has no sample ID and LIMS

- Cassette ID has Sample ID

- Cassette ID has LIMS 


  "
,,,,Verification,GDP-Verfication-1350,Test 0010 Active Database - Month Range selection and a cassette has a LIMS label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1379,Test 0028 Active Database - Month Range selection and a cassette has a LIMS label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Please click on this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case3: 2.3.0.269 > 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1358,Test 0019 Archive Database - Month Range selection and a cassette has a LIMS label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1407,Test 0037 Archive Database - Month Range selection and a cassette has a LIMS label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1406,Test 0054 Archive Database - Month Range selection and a cassette has a LIMS label,"This test case is to test that Custom Test Report doesn't display redundant Test Data. Please see Overview for configuration setup before running this test case. 


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1347,Test 0007 Active Database - Two Days Range selection and a cassette has a LIMS label,"This test case is to test that Custom Test Report doesn't display redundant Test Data Please see Overview for configuration setup before running this test case. 


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1376,Test 0025 Active Database - Two Days Range selection and a cassette has a LIMS label,"This test case is to test that Custom Test Report doesn't display redundant Test Data Please see Overview for configuration setup before running this test case. 


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1386,Test 0043 Active Database - Two Days Range selection and a cassette has a LIMS label,"This test case is to test that Custom Test Report doesn't display redundant Test Data Please see Overview for configuration setup before running this test case. 


 Please click this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case4: 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1359,Test 0016 Archive Database - Two Days Range selection and a cassette has a LIMS label,"This test case is to test that Custom Test Report doesn't display redundant Test Data Please see Overview for configuration setup before running this test case. 


 Please click on this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case3: 2.3.0.269 > 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
,,,,Verification,GDP-Verfication-1394,Test 0034 Archive Database - Two Days Range selection and a cassette has a LIMS label,"This test case is to test that Custom Test Report doesn't display redundant Test Data Please see Overview for configuration setup before running this test case. 


 Please open this link  GDP-TXT-98  to see Active Database setup details and upgrade installation 


 Case3: 2.3.0.269 > 2.3.0.287 > 2.3.1.15 > 2.3.1.16> 2.3.3.x


  


 Custom Report Location


  


  


  


  


 This is a new Custom Report - Test Report Sample  


  


  


  "
